PR number,GitHub title,GitHub URL,State,Merged at,Merge SHA,Branch,Files changed,Checks status,Report claimed status,Match? yes/no,Notes
469,PR-1 — Security Client API Boundary Hardening,https://github.com/onboarda1234/onboarda/pull/469,MERGED,2026-06-13T07:33:52Z,7806ea68addfab81f88c1d58a43a89acd52acb9d,codex/pr1-security-client-api-boundary-hardening,arie-backend/base_handler.py; arie-backend/server.py; arie-backend/tests/test_api.py; arie-backend/tests/test_application_enhanced_requirements.py; arie-backend/tests/test_auth.py; arie-backend/tests/test_pr1_client_api_boundary.py; docs/audits/evidence/remediation_sprints/PR-1_security-client-api-boundary-hardening_20260613T070139Z/api_smoke.md; docs/audits/evidence/remediation_sprints/PR-1_security-client-api-boundary-hardening_20260613T070139Z/browser_smoke.md; docs/audits/evidence/remediation_sprints/PR-1_security-client-api-boundary-hardening_20260613T070139Z/closure_report.md; docs/audits/evidence/remediation_sprints/PR-1_security-client-api-boundary-hardening_20260613T070139Z/diagnosis.md; ... +5 more,pass:4,Closed,evidence gap,Report-mentioned PR; no direct closure evidence path located in this pass
470,PR-1B — Client Notification Data Boundary Hardening,https://github.com/onboarda1234/onboarda/pull/470,MERGED,2026-06-13T10:16:41Z,12be9e5c3d127400b6f74d7013bab1ae63d418b7,codex/pr1b-client-notification-data-boundary-hardening,arie-backend/server.py; arie-backend/tests/test_pr1b_client_notification_boundary.py; docs/audits/evidence/remediation_sprints/PR-1B_client-notification-data-boundary-hardening_20260613T093629Z/api_smoke.md; docs/audits/evidence/remediation_sprints/PR-1B_client-notification-data-boundary-hardening_20260613T093629Z/browser_smoke.md; docs/audits/evidence/remediation_sprints/PR-1B_client-notification-data-boundary-hardening_20260613T093629Z/closure_report.md; docs/audits/evidence/remediation_sprints/PR-1B_client-notification-data-boundary-hardening_20260613T093629Z/diagnosis.md; docs/audits/evidence/remediation_sprints/PR-1B_client-notification-data-boundary-hardening_20260613T093629Z/full_suite_results.md; docs/audits/evidence/remediation_sprints/PR-1B_client-notification-data-boundary-hardening_20260613T093629Z/root_cause.md; docs/audits/evidence/remediation_sprints/PR-1B_client-notification-data-boundary-hardening_20260613T093629Z/runtime_json/diagnosis_notifications_redacted.json; docs/audits/evidence/remediation_sprints/PR-1B_client-notification-data-boundary-hardening_20260613T093629Z/screenshots/.gitkeep; ... +2 more,pass:4,Not directly claimed in Word PR table,N/A,Report-mentioned PR; no direct closure evidence path located in this pass
471,PR-1C — Client Application RMI Boundary Hardening,https://github.com/onboarda1234/onboarda/pull/471,MERGED,2026-06-13T10:57:42Z,b4d1f7387ab03eca849a451bedc98b5208e0ddba,codex/pr1c-client-application-rmi-boundary-hardening,arie-backend/server.py; arie-backend/tests/test_pr1b_client_notification_boundary.py; docs/audits/evidence/remediation_sprints/PR-1C_client-application-rmi-boundary-hardening_20260613T104000Z/api_smoke.md; docs/audits/evidence/remediation_sprints/PR-1C_client-application-rmi-boundary-hardening_20260613T104000Z/browser_smoke.md; docs/audits/evidence/remediation_sprints/PR-1C_client-application-rmi-boundary-hardening_20260613T104000Z/closure_report.md; docs/audits/evidence/remediation_sprints/PR-1C_client-application-rmi-boundary-hardening_20260613T104000Z/diagnosis.md; docs/audits/evidence/remediation_sprints/PR-1C_client-application-rmi-boundary-hardening_20260613T104000Z/full_suite_results.md; docs/audits/evidence/remediation_sprints/PR-1C_client-application-rmi-boundary-hardening_20260613T104000Z/root_cause.md; docs/audits/evidence/remediation_sprints/PR-1C_client-application-rmi-boundary-hardening_20260613T104000Z/runtime_json/diagnosis_application_detail_rmi_leak_redacted.json; docs/audits/evidence/remediation_sprints/PR-1C_client-application-rmi-boundary-hardening_20260613T104000Z/staging_deploy.md; ... +1 more,pass:4,Not directly claimed in Word PR table,N/A,Report-mentioned PR; no direct closure evidence path located in this pass
472,CCC-2B: Clean Application Review density,https://github.com/onboarda1234/onboarda/pull/472,MERGED,2026-06-13T11:53:43Z,460df77eed4a1d6865c8827d0f2f54042e6c85dd,codex/ccc-2b-application-review-density-cleanup,arie-backend/tests/test_application_lifecycle_tab_shell_static.py; arie-backend/tests/test_backoffice_periodic_review_baseline_static.py; arie-backend/tests/test_backoffice_periodic_review_workspace_static.py; arie-backend/tests/test_case_command_centre_runtime.py; arie-backend/tests/test_export_pack_ui_static.py; arie-backend/tests/test_officer_corrections.py; arie-backoffice.html; docs/audits/ccc_2b_application_review_density_cleanup_20260613.md,pass:4,Not directly claimed in Word PR table,N/A,Report-mentioned PR; no direct closure evidence path located in this pass
473,PR-2 — Auth Logout Token Revocation Enforcement,https://github.com/onboarda1234/onboarda/pull/473,MERGED,2026-06-13T11:56:23Z,3f00f491c75a5605440d56899bebb9e513cc1cb3,codex/pr2-auth-logout-token-revocation-enforcement,arie-backend/security_hardening.py; arie-backend/tests/test_sprint35.py; docs/audits/evidence/remediation_sprints/PR-2_auth-logout-token-revocation-enforcement_20260613T112500Z/api_smoke.md; docs/audits/evidence/remediation_sprints/PR-2_auth-logout-token-revocation-enforcement_20260613T112500Z/browser_smoke.md; docs/audits/evidence/remediation_sprints/PR-2_auth-logout-token-revocation-enforcement_20260613T112500Z/closure_report.md; docs/audits/evidence/remediation_sprints/PR-2_auth-logout-token-revocation-enforcement_20260613T112500Z/diagnosis.md; docs/audits/evidence/remediation_sprints/PR-2_auth-logout-token-revocation-enforcement_20260613T112500Z/full_suite_results.md; docs/audits/evidence/remediation_sprints/PR-2_auth-logout-token-revocation-enforcement_20260613T112500Z/root_cause.md; docs/audits/evidence/remediation_sprints/PR-2_auth-logout-token-revocation-enforcement_20260613T112500Z/runtime_json/diagnosis_logout_revocation_staging_redacted.json; docs/audits/evidence/remediation_sprints/PR-2_auth-logout-token-revocation-enforcement_20260613T112500Z/staging_deploy.md; ... +1 more,pass:4,Not directly claimed in Word PR table,N/A,Report-mentioned PR; no direct closure evidence path located in this pass
474,PR-3 — Terminal Record Gate Reconciliation,https://github.com/onboarda1234/onboarda/pull/474,MERGED,2026-06-13T14:08:33Z,e61800bedc61752885313ab9e70718f6c4a021f3,codex/pr3-terminal-record-gate-reconciliation,arie-backend/server.py; arie-backend/tests/test_case_command_centre_runtime.py; arie-backend/tests/test_pr3_terminal_record_gate_reconciliation.py; arie-backoffice.html; docs/audits/evidence/remediation_sprints/PR-3_terminal-record-gate-reconciliation_20260613T124710Z/api_smoke.md; docs/audits/evidence/remediation_sprints/PR-3_terminal-record-gate-reconciliation_20260613T124710Z/browser_smoke.md; docs/audits/evidence/remediation_sprints/PR-3_terminal-record-gate-reconciliation_20260613T124710Z/closure_report.md; docs/audits/evidence/remediation_sprints/PR-3_terminal-record-gate-reconciliation_20260613T124710Z/diagnosis.md; docs/audits/evidence/remediation_sprints/PR-3_terminal-record-gate-reconciliation_20260613T124710Z/full_suite_results.md; docs/audits/evidence/remediation_sprints/PR-3_terminal-record-gate-reconciliation_20260613T124710Z/root_cause.md; ... +6 more,pass:4,Not directly claimed in Word PR table,N/A,Report-mentioned PR; no direct closure evidence path located in this pass
475,PR-4 — Screening Truth Safe Readiness Labels,https://github.com/onboarda1234/onboarda/pull/475,MERGED,2026-06-13T16:01:19Z,ef5ee1d7e3d5e1ee83ad4b8015d70f432485492a,codex/pr4-screening-truth-safe-readiness-labels,arie-backend/memo_handler.py; arie-backend/screening_state.py; arie-backend/security_hardening.py; arie-backend/tests/test_backoffice_ca_truthflow_static.py; arie-backend/tests/test_case_command_centre_runtime.py; arie-backend/tests/test_screening_clearance_validation_supervisor.py; arie-backend/tests/test_screening_state_priority_a.py; arie-backoffice.html; docs/audits/evidence/remediation_sprints/PR-4_screening-truth-safe-readiness-labels_20260613T152509Z/api_smoke.md; docs/audits/evidence/remediation_sprints/PR-4_screening-truth-safe-readiness-labels_20260613T152509Z/browser_smoke.md; ... +7 more,pass:4,Not directly claimed in Word PR table,N/A,Report-mentioned PR; no direct closure evidence path located in this pass
476,PR-4B — Screening Memo Readiness Metadata Hardening,https://github.com/onboarda1234/onboarda/pull/476,MERGED,2026-06-13T17:02:45Z,3a79bd014cc84e8189e50daeecc325c3cb9af0a5,codex/pr4b-screening-memo-readiness-metadata-hardening,arie-backend/screening_state.py; arie-backend/server.py; arie-backend/tests/test_pr4_screening_memo_readiness_metadata.py; docs/audits/evidence/remediation_sprints/PR-4B_screening-memo-readiness-metadata-hardening_20260613T164500Z/api_smoke.md; docs/audits/evidence/remediation_sprints/PR-4B_screening-memo-readiness-metadata-hardening_20260613T164500Z/browser_smoke.md; docs/audits/evidence/remediation_sprints/PR-4B_screening-memo-readiness-metadata-hardening_20260613T164500Z/closure_report.md; docs/audits/evidence/remediation_sprints/PR-4B_screening-memo-readiness-metadata-hardening_20260613T164500Z/diagnosis.md; docs/audits/evidence/remediation_sprints/PR-4B_screening-memo-readiness-metadata-hardening_20260613T164500Z/full_suite_results.md; docs/audits/evidence/remediation_sprints/PR-4B_screening-memo-readiness-metadata-hardening_20260613T164500Z/root_cause.md; docs/audits/evidence/remediation_sprints/PR-4B_screening-memo-readiness-metadata-hardening_20260613T164500Z/runtime_json/staging_app_detail_contradiction_probe_redacted.json; ... +2 more,pass:4,Not directly claimed in Word PR table,N/A,Report-mentioned PR; no direct closure evidence path located in this pass
477,PR-5 — Memo Governance Unification and Decision UX Cleanup,https://github.com/onboarda1234/onboarda/pull/477,MERGED,2026-06-13T19:06:45Z,b061c52f147b6fa42398629bb2b5dd2502682f3d,codex/pr5-memo-governance-unification,arie-backend/edd_memo_integration.py; arie-backend/evidence_pack_export.py; arie-backend/memo_governance.py; arie-backend/security_hardening.py; arie-backend/server.py; arie-backend/tests/test_api.py; arie-backend/tests/test_approval_gate.py; arie-backend/tests/test_backoffice_review_audit.py; arie-backend/tests/test_create_applicant_country_fix.py; arie-backend/tests/test_document_versioning.py; ... +22 more,pass:4,Closed,evidence gap,Report-mentioned PR; no direct closure evidence path located in this pass
479,PR-6B — Worker Smoke Fixture FK Fix,https://github.com/onboarda1234/onboarda/pull/479,MERGED,2026-06-14T04:12:12Z,f7c93164969253fd1ea3ffb5aa2fba8ab31e43d7,codex/pr6-worker-smoke-fk-fix,arie-backend/scripts/verification_worker_smoke.py; arie-backend/tests/test_pr6_idv_webhook_runtime_baseline.py,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
480,PR-6C — Worker Smoke PostgreSQL Boolean Fixture Fix,https://github.com/onboarda1234/onboarda/pull/480,MERGED,2026-06-14T04:57:41Z,a819e93f26b21b4a188ca381e3d89d07ce2a3226,codex/pr6c-worker-smoke-postgres-boolean-fix,arie-backend/scripts/verification_worker_smoke.py; arie-backend/tests/test_pr6_idv_webhook_runtime_baseline.py,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
481,PR-6D — Handle JSONB Prescreening in Webhook Renormalization,https://github.com/onboarda1234/onboarda/pull/481,MERGED,2026-06-14T05:48:13Z,1d2bb4fb6df31a2474d8e605f368442132e36257,codex/pr6d-idv-renorm-jsonb-prescreening-fix,arie-backend/screening_storage.py; arie-backend/tests/test_pr6_idv_webhook_runtime_baseline.py,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
482,PR-5B — Memo Concision and Decision Paper Cleanup,https://github.com/onboarda1234/onboarda/pull/482,MERGED,2026-06-14T07:36:13Z,4e2262dc14db86a6e3caacb617182fbe8579ae5c,codex/pr5b-memo-concision-decision-paper-cleanup,arie-backend/memo_handler.py; arie-backend/pdf_generator.py; arie-backend/tests/test_pr5b_memo_concision.py; docs/audits/evidence/remediation_sprints/PR-5B_memo-concision-decision-paper-cleanup_20260614T062820Z/api_smoke.md; docs/audits/evidence/remediation_sprints/PR-5B_memo-concision-decision-paper-cleanup_20260614T062820Z/browser_smoke.md; docs/audits/evidence/remediation_sprints/PR-5B_memo-concision-decision-paper-cleanup_20260614T062820Z/closure_report.md; docs/audits/evidence/remediation_sprints/PR-5B_memo-concision-decision-paper-cleanup_20260614T062820Z/diagnosis.md; docs/audits/evidence/remediation_sprints/PR-5B_memo-concision-decision-paper-cleanup_20260614T062820Z/full_suite_results.md; docs/audits/evidence/remediation_sprints/PR-5B_memo-concision-decision-paper-cleanup_20260614T062820Z/generated_memo_before_after.md; docs/audits/evidence/remediation_sprints/PR-5B_memo-concision-decision-paper-cleanup_20260614T062820Z/root_cause.md; ... +6 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
483,PR-5B Corrective — Memo Browser Consistency Fix,https://github.com/onboarda1234/onboarda/pull/483,MERGED,2026-06-14T11:06:03Z,7cf095eeeb619b95fbe08764da529f00c7225b94,codex/pr5b-memo-concision-browser-defect-fix,arie-backend/memo_handler.py; arie-backend/tests/test_pr5b_memo_concision.py; arie-backoffice.html; docs/audits/evidence/remediation_sprints/PR-5B_memo-concision-decision-paper-cleanup_20260614T062820Z/api_smoke.md; docs/audits/evidence/remediation_sprints/PR-5B_memo-concision-decision-paper-cleanup_20260614T062820Z/browser_smoke.md; docs/audits/evidence/remediation_sprints/PR-5B_memo-concision-decision-paper-cleanup_20260614T062820Z/closure_report.md; docs/audits/evidence/remediation_sprints/PR-5B_memo-concision-decision-paper-cleanup_20260614T062820Z/diagnosis.md; docs/audits/evidence/remediation_sprints/PR-5B_memo-concision-decision-paper-cleanup_20260614T062820Z/full_suite_results.md; docs/audits/evidence/remediation_sprints/PR-5B_memo-concision-decision-paper-cleanup_20260614T062820Z/generated_memo_before_after.md; docs/audits/evidence/remediation_sprints/PR-5B_memo-concision-decision-paper-cleanup_20260614T062820Z/root_cause.md; ... +20 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
485,PR-5B Corrective 2 — Memo Output Cache Invalidation,https://github.com/onboarda1234/onboarda/pull/485,MERGED,2026-06-14T12:05:23Z,1e9d1e50435fcaeee91b8d23de5c8868046b0980,codex/pr5b-memo-output-cache-invalidation,arie-backend/memo_handler.py; arie-backend/server.py; arie-backend/tests/test_phase3_memo_integrity.py; arie-backend/tests/test_pr5b_memo_concision.py; docs/audits/evidence/remediation_sprints/PR-5B_memo-concision-decision-paper-cleanup_20260614T062820Z/api_smoke.md; docs/audits/evidence/remediation_sprints/PR-5B_memo-concision-decision-paper-cleanup_20260614T062820Z/closure_report.md; docs/audits/evidence/remediation_sprints/PR-5B_memo-concision-decision-paper-cleanup_20260614T062820Z/diagnosis.md; docs/audits/evidence/remediation_sprints/PR-5B_memo-concision-decision-paper-cleanup_20260614T062820Z/full_suite_results.md; docs/audits/evidence/remediation_sprints/PR-5B_memo-concision-decision-paper-cleanup_20260614T062820Z/root_cause.md; docs/audits/evidence/remediation_sprints/PR-5B_memo-concision-decision-paper-cleanup_20260614T062820Z/runtime_json/staging_pr5b_corrective_api_pdf_smoke_result.json; ... +8 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
490,"PR-DOC1 — KYC, Memo and Approval Document Verification Gates",https://github.com/onboarda1234/onboarda/pull/490,MERGED,2026-06-14T17:49:55Z,0d6b7353c7d40c5d23845de472c4bbbe2417ea45,codex/pr-doc1-kyc-memo-approval-document-verification-gates,arie-backend/db.py; arie-backend/document_reliance_gate.py; arie-backend/security_hardening.py; arie-backend/server.py; arie-backend/tests/conftest.py; arie-backend/tests/test_api.py; arie-backend/tests/test_approval_gate.py; arie-backend/tests/test_case_command_centre_runtime.py; arie-backend/tests/test_create_applicant_country_fix.py; arie-backend/tests/test_document_reliance_gate.py; ... +32 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
492,PR-DOC1 follow-up — JSON-safe document gate responses,https://github.com/onboarda1234/onboarda/pull/492,MERGED,2026-06-14T19:00:09Z,17aedae10197e069e7710d4fa9d31c98cd2be0d1,codex/pr-doc1-json-safe-document-gate-staging-fix,arie-backend/document_reliance_gate.py; arie-backend/tests/test_document_reliance_gate.py,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
494,PR-DOC1 follow-up — Structured approval document blockers,https://github.com/onboarda1234/onboarda/pull/494,MERGED,2026-06-14T20:10:54Z,b83e3052485d432a1e47adbe1f4d9bb1bbea4a58,codex/pr-doc1-approval-document-gate-response-shape,arie-backend/server.py; arie-backend/tests/test_api.py,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
495,PR-CA4 — Mesh Parity and Screening UI/UX Hardening,https://github.com/onboarda1234/onboarda/pull/495,MERGED,2026-06-15T03:25:54Z,af766c94f3540c02d11b22404070ccaa4923310d,codex/pr-ca4-mesh-parity-screening-ui-ux,arie-backend/memo_handler.py; arie-backend/server.py; arie-backend/tests/test_backoffice_ca_truthflow_static.py; arie-backend/tests/test_backoffice_review_audit.py; arie-backend/tests/test_case_command_centre_runtime.py; arie-backend/tests/test_inline_screening_runtime.py; arie-backend/tests/test_phase3_memo_integrity.py; arie-backend/tests/test_screening_queue.py; arie-backoffice.html; docs/audits/evidence/remediation_sprints/PR-CA4_mesh-parity-screening-ui-ux_20260615T025229Z/api_smoke.md; ... +9 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
496,PR-CA4B — Memo Adverse Media Parity and Staleness Fix,https://github.com/onboarda1234/onboarda/pull/496,MERGED,2026-06-15T06:05:45Z,e51dea202171c572261010ea241cb3df186b1288,codex/pr-ca4b-memo-adverse-media-parity-staleness-fix,arie-backend/server.py; arie-backend/tests/test_memo_staleness_hard_gate.py; arie-backend/tests/test_pr4_screening_memo_readiness_metadata.py; docs/audits/evidence/remediation_sprints/PR-CA4B_memo-adverse-media-parity-staleness-fix_20260615T053415Z/api_smoke.md; docs/audits/evidence/remediation_sprints/PR-CA4B_memo-adverse-media-parity-staleness-fix_20260615T053415Z/browser_smoke.md; docs/audits/evidence/remediation_sprints/PR-CA4B_memo-adverse-media-parity-staleness-fix_20260615T053415Z/closure_report.md; docs/audits/evidence/remediation_sprints/PR-CA4B_memo-adverse-media-parity-staleness-fix_20260615T053415Z/diagnosis.md; docs/audits/evidence/remediation_sprints/PR-CA4B_memo-adverse-media-parity-staleness-fix_20260615T053415Z/full_suite_results.md; docs/audits/evidence/remediation_sprints/PR-CA4B_memo-adverse-media-parity-staleness-fix_20260615T053415Z/root_cause.md; docs/audits/evidence/remediation_sprints/PR-CA4B_memo-adverse-media-parity-staleness-fix_20260615T053415Z/runtime_json/local_test_summary.json; ... +3 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
497,PR-CA4C — Screening Queue UX and Performance Cleanup,https://github.com/onboarda1234/onboarda/pull/497,MERGED,2026-06-15T07:52:02Z,6e44c13d79066fa4751cf2050e61bc009d7f9356,codex/pr-ca4c-screening-queue-ux-performance-cleanup,arie-backend/server.py; arie-backend/tests/test_backoffice_ca_truthflow_static.py; arie-backend/tests/test_provider_label_policy.py; arie-backend/tests/test_screening_queue.py; arie-backoffice.html; docs/audits/evidence/remediation_sprints/PR-CA4C_screening-queue-ux-performance-cleanup_20260615T070844Z/api_smoke.md; docs/audits/evidence/remediation_sprints/PR-CA4C_screening-queue-ux-performance-cleanup_20260615T070844Z/browser_smoke.md; docs/audits/evidence/remediation_sprints/PR-CA4C_screening-queue-ux-performance-cleanup_20260615T070844Z/closure_report.md; docs/audits/evidence/remediation_sprints/PR-CA4C_screening-queue-ux-performance-cleanup_20260615T070844Z/diagnosis.md; docs/audits/evidence/remediation_sprints/PR-CA4C_screening-queue-ux-performance-cleanup_20260615T070844Z/full_suite_results.md; ... +8 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
498,PR-PROV1 — CA Production Provider Validation on Staging,https://github.com/onboarda1234/onboarda/pull/498,OPEN,,,codex/pr-prov1-ca-production-provider-validation-staging,docs/audits/evidence/remediation_sprints/PR-PROV1_ca-production-provider-validation-staging_20260615T091951Z/api_smoke.md; docs/audits/evidence/remediation_sprints/PR-PROV1_ca-production-provider-validation-staging_20260615T091951Z/audit_evidence.md; docs/audits/evidence/remediation_sprints/PR-PROV1_ca-production-provider-validation-staging_20260615T091951Z/browser_smoke.md; docs/audits/evidence/remediation_sprints/PR-PROV1_ca-production-provider-validation-staging_20260615T091951Z/closure_report.md; docs/audits/evidence/remediation_sprints/PR-PROV1_ca-production-provider-validation-staging_20260615T091951Z/cost_and_usage.md; docs/audits/evidence/remediation_sprints/PR-PROV1_ca-production-provider-validation-staging_20260615T091951Z/issues_found.md; docs/audits/evidence/remediation_sprints/PR-PROV1_ca-production-provider-validation-staging_20260615T091951Z/memo_gate_evidence.md; docs/audits/evidence/remediation_sprints/PR-PROV1_ca-production-provider-validation-staging_20260615T091951Z/pre_switch_config.md; docs/audits/evidence/remediation_sprints/PR-PROV1_ca-production-provider-validation-staging_20260615T091951Z/provider_status_after.md; docs/audits/evidence/remediation_sprints/PR-PROV1_ca-production-provider-validation-staging_20260615T091951Z/provider_status_before.md; ... +11 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
499,PR-DOC2A — Agent 1 Evidence Control UX + Policy Registry Foundation,https://github.com/onboarda1234/onboarda/pull/499,MERGED,2026-06-15T12:27:41Z,ecf2a607dab12257d21f623b3a8e3a8af221ad43,codex/pr-doc2a-agent1-evidence-control-policy-registry,arie-backend/db.py; arie-backend/server.py; arie-backend/tests/test_enhanced_requirement_settings.py; arie-backend/tests/test_portal_remediation.py; arie-backend/tests/test_pr_doc2a_agent1_evidence_control.py; arie-backoffice.html; docs/audits/evidence/remediation_sprints/PR-DOC2A_agent1-evidence-control-policy-registry_20260615T113642Z/api_smoke.md; docs/audits/evidence/remediation_sprints/PR-DOC2A_agent1-evidence-control-policy-registry_20260615T113642Z/browser_smoke.md; docs/audits/evidence/remediation_sprints/PR-DOC2A_agent1-evidence-control-policy-registry_20260615T113642Z/closure_report.md; docs/audits/evidence/remediation_sprints/PR-DOC2A_agent1-evidence-control-policy-registry_20260615T113642Z/diagnosis.md; ... +19 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
500,PR-DOC-POLICY-CANONICAL-1 — Canonical Document Policy Registry + Agent 1 UI Alignment,https://github.com/onboarda1234/onboarda/pull/500,MERGED,2026-06-15T16:38:59Z,07c992d7716183226d53f70bf0d01bf7e87da874,codex/pr-doc-policy-canonical-1-agent1-policy-alignment,arie-backend/db.py; arie-backend/document_policy_registry.py; arie-backend/server.py; arie-backend/tests/test_doc_policy_canonical_registry.py; arie-backend/tests/test_pr_doc2a_agent1_evidence_control.py; arie-backoffice.html; arie-portal.html; docs/audits/evidence/remediation_sprints/PR-DOC-POLICY-CANONICAL-1_agent1-canonical-policy-ui-api-alignment_20260615T161034Z/api_smoke.md; docs/audits/evidence/remediation_sprints/PR-DOC-POLICY-CANONICAL-1_agent1-canonical-policy-ui-api-alignment_20260615T161034Z/browser_smoke.md; docs/audits/evidence/remediation_sprints/PR-DOC-POLICY-CANONICAL-1_agent1-canonical-policy-ui-api-alignment_20260615T161034Z/canonical_policy_registry.md; ... +10 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
501,PR-DOC-UI-1 — Back Office Document Review Simplification,https://github.com/onboarda1234/onboarda/pull/501,MERGED,2026-06-16T03:09:15Z,69051182c880897343e7c0c87d8ac4e52e5b36c4,codex/pr-doc-ui-1-backoffice-document-review-simplification,arie-backend/db.py; arie-backend/server.py; arie-backend/tests/test_enhanced_requirement_settings.py; arie-backend/tests/test_kyc_1a_sumsub_idv_visibility.py; arie-backend/tests/test_pr6_async_verification_foundation.py; arie-backend/tests/test_pr_doc2a_agent1_evidence_control.py; arie-backend/tests/test_pr_doc_ui1_backoffice_document_review.py; arie-backend/tests/test_upload_latency_contracts.py; arie-backend/verification_jobs.py; arie-backoffice.html; ... +15 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
502,PR-CR1 country risk source governance and FATF snapshot,https://github.com/onboarda1234/onboarda/pull/502,MERGED,2026-06-16T03:49:04Z,579925fa303e308e5c8d6241e07d7b43f05ba7af,codex/pr-cr1-country-risk-source-governance,arie-backend/country_risk.py; arie-backend/db.py; arie-backend/memo_handler.py; arie-backend/migrations/scripts/migration_035_country_risk_governance.sql; arie-backend/rule_engine.py; arie-backend/server.py; arie-backend/tests/test_api.py; arie-backend/tests/test_country_risk_governance.py; arie-backend/tests/test_country_risk_governance_ui_static.py; arie-backend/tests/test_phase3_memo_integrity.py; ... +16 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
503,PR-CR1 follow-up: fix country-risk UI payload fields,https://github.com/onboarda1234/onboarda/pull/503,MERGED,2026-06-16T05:31:59Z,0071f09a3bc1eb805f99f6c22c2674913868c78e,codex/pr-cr1-country-risk-ui-payload-fix,arie-backend/tests/test_country_risk_governance_ui_static.py; arie-backoffice.html,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
504,PR-DOC-RECON-1 — EDD / Agent 1 / Verification Policy Reconciliation + Settings Cleanup,https://github.com/onboarda1234/onboarda/pull/504,MERGED,2026-06-16T07:07:30Z,5d30ab0b4af83b8d6272fda1840e25e985c92037,codex/pr-doc-recon-1-edd-agent1-policy-reconciliation-settings-cleanup,arie-backend/db.py; arie-backend/enhanced_requirements.py; arie-backend/server.py; arie-backend/tests/test_application_enhanced_requirements.py; arie-backend/tests/test_pr_doc2a_agent1_evidence_control.py; arie-backend/tests/test_pr_doc_recon1_policy_reconciliation.py; arie-backoffice.html; docs/audits/evidence/remediation_sprints/PR-DOC-RECON-1_edd-agent1-policy-reconciliation-settings-cleanup_20260616T055543Z/agent1_check_inventory.md; docs/audits/evidence/remediation_sprints/PR-DOC-RECON-1_edd-agent1-policy-reconciliation-settings-cleanup_20260616T055543Z/api_smoke.md; docs/audits/evidence/remediation_sprints/PR-DOC-RECON-1_edd-agent1-policy-reconciliation-settings-cleanup_20260616T055543Z/browser_smoke.md; ... +13 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
505,PR-CR1R — Revert Country Risk to Manual Settings Source of Truth,https://github.com/onboarda1234/onboarda/pull/505,MERGED,2026-06-16T07:36:16Z,452fbd7f52f38c1cf107d5853ceb6decd47a13d4,codex/pr-cr1r-revert-country-risk-to-manual-settings,arie-backend/country_risk.py; arie-backend/db.py; arie-backend/memo_handler.py; arie-backend/migrations/scripts/migration_035_country_risk_governance.sql; arie-backend/rule_engine.py; arie-backend/server.py; arie-backend/tests/test_api.py; arie-backend/tests/test_country_risk_governance.py; arie-backend/tests/test_country_risk_governance_ui_static.py; arie-backend/tests/test_phase3_memo_integrity.py; ... +16 more,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
508,PR-CR1R follow-up — Dedupe manual country-risk API entries,https://github.com/onboarda1234/onboarda/pull/508,MERGED,2026-06-16T10:02:26Z,e127b971e3678d3041fe2514186f58f3d4aa39b3,codex/pr-cr1r-dedupe-manual-country-risk-api,arie-backend/server.py; arie-backend/tests/test_api.py; docs/audits/evidence/remediation_sprints/PR-CR1R_revert-country-risk-to-manual-settings_20260616T064350Z/api_smoke.md; docs/audits/evidence/remediation_sprints/PR-CR1R_revert-country-risk-to-manual-settings_20260616T064350Z/full_suite_results.md; docs/audits/evidence/remediation_sprints/PR-CR1R_revert-country-risk-to-manual-settings_20260616T064350Z/implementation_summary.md; docs/audits/evidence/remediation_sprints/PR-CR1R_revert-country-risk-to-manual-settings_20260616T064350Z/runtime_json/staging_api_smoke_20260616T0934Z.json; docs/audits/evidence/remediation_sprints/PR-CR1R_revert-country-risk-to-manual-settings_20260616T064350Z/test_results.md,pass:4,Not directly claimed in Word PR table,N/A,Additional scoped PR metadata
